Soil_Texture,Soil_Moisture_%,Bulk_Density_g_cm3,Porosity_%,Water_Holding_Capacity_%,pH_Level,Electrical_Conductivity_dS_m,Organic_Carbon_%,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Sulfur_mg_kg,Calcium_mg_kg,Magnesium_mg_kg,Temperature_C,Rainfall_mm,Humidity_%,Solar_Radiation_W_m2,Recommended_Crop,Soil_Health_Score
Clayey,30.81,1.69,36.95,33.22,7.29,0.8,0.63,295.62,21.03,248.53,10.18,162.6,119.32,20.7,386.41,42.94,110.79,Millets,33.37135964
Clayey,30.25,1.53,43.77,34.09,7.54,0.7,2.09,351.8,49.22,391.97,12.29,1594.6,429.66,27.54,913.91,67.33,541.72,Rice,82.94229977
Loamy,12.35,1.64,49.99,12.47,7.88,1.31,1.7,153.83,5.88,210.15,45.98,962.69,344.68,12.82,489.39,70.31,191.11,Millets,26.66167891
Clayey,31.43,1.44,30.1,17.39,6.98,1.93,0.28,300.58,47.69,230.97,10.33,1160.5,341.19,39.77,1077.88,33.43,245.16,Sugarcane,49.49591353
Sandy,27.05,1.79,35.02,28.82,7.37,0.85,2.91,458.34,8.16,129.95,49.79,1685.16,82.77,10.96,920.4,59.27,174.3,Vegetables,43.20621038
Loamy,18.6,1.16,45.47,46.17,4.55,1.19,1.57,331.82,46.33,107.9,53.26,1672.22,303.88,27.05,1258.58,51.83,780.41,Millets,59.6617915
Clayey,32.23,1.16,41.97,39.17,8.11,2.5,0.26,388.86,39.84,325.11,33.72,739.25,142.69,36.83,1423.47,88.48,536.78,Rice,59.74388717
Loamy,11.51,1.76,32.14,38.52,5.98,1.32,2.99,271.52,36.97,315.95,23.25,905.78,257.95,12.87,688.77,43.24,421.74,Millets,58.94620558
Sandy,9.97,1.3,32.36,46.11,5.61,1.07,2.73,469.48,20.22,66.91,20.1,1312.7,90.65,39.55,802.89,40.19,723.94,Vegetables,45.60718155
Clayey,15.42,1.15,30.22,45.66,8.19,1,3.32,73.22,21.49,391.96,24.27,690.42,146.57,31.21,253.83,77.55,314.75,Rice,41.22065702
Sandy,20.82,1.6,33.73,47.66,7.12,1.57,2.8,253.29,30.12,330.87,17.92,1956.1,278.51,21.44,579.89,72.53,636.56,Millets,68.62866837
Sandy,12.67,1.36,49.24,14.3,6.93,0.73,2.75,273.26,5.56,301.28,18.87,1666.91,477.74,16.49,764.15,36.18,450.43,Millets,51.15191331
Clayey,33.16,1.41,47.29,20.5,4.86,1.46,1.08,452.96,10.67,314.42,31.54,689.13,309.79,32.44,747.87,37.76,171.47,Millets,46.68033334
Loamy,24.84,1.22,30.25,15.49,5.31,1.79,1.78,212,10.91,174.84,39.46,1504.34,139.41,25.11,898.47,57.42,382.01,Millets,19.69755158
Loamy,32.91,1.69,39.01,35.27,6.49,0.67,2.23,147.98,39.89,330.2,36.66,360.55,188.85,32.33,234.88,53.39,473.72,Millets,47.9866725
Clayey,19.32,1.66,41.76,27.47,5.61,0.68,3.49,186.04,12.96,181.5,50.84,134.26,452.78,21.77,390.39,65.72,270.71,Millets,33.57584969
Clayey,25.65,1.42,35.42,42.24,5.13,0.68,0.94,57.22,5.97,101.19,41.61,696.59,137.1,20.23,660.28,57.56,373.69,Millets,6.590997991
Sandy,36.75,1.72,40.41,25.7,6.85,0.12,0.26,74.27,27.09,222.58,10.11,1745.99,497.06,36.64,407.88,62.57,100.01,Millets,38.48250515
Clayey,38.68,1.5,33.25,42.87,4.99,1.2,0.59,470.36,25.18,332.43,5.39,766.61,229.43,24.3,1458.44,85.7,484.01,Sugarcane,55.47201726
Loamy,28.11,1.58,39.4,15.67,5.47,0.71,0.91,409.01,25.89,390.87,30.16,1444.64,59.25,32.87,1173.54,49.16,742.48,Millets,49.38915366
Sandy,23.53,1.48,33.28,15.04,4.92,1.05,2.92,120.68,33.27,121.98,56.95,762.38,340.77,20,725.93,51.08,670.12,Peanuts,25.55625194
Sandy,32.69,1.39,32.79,34.33,5.33,0.76,0.77,254.82,45.69,160.52,18.04,640.73,165.47,12.73,1205.12,41.4,206.6,Sugarcane,37.03347521
Clayey,36.02,1.63,33.39,35.29,8.28,0.79,2.99,491.11,14.8,281.7,12.49,1715.81,406.2,31.11,1498.3,50.66,614.8,Rice,65.47745473
Loamy,22.9,1.31,32.26,28.02,5.75,0.74,3.23,133.76,16.38,353.52,28.48,467.57,423,33.85,1379.18,47.71,586.54,Millets,39.12022359
Clayey,13.97,1.2,47,39.48,6.73,2.41,0.47,188.99,46.7,205.39,38.53,306.14,239.55,28.02,1312.5,46.77,387.84,Millets,48.81159117
Loamy,39.88,1.54,45.82,25.91,6.38,1.36,0.4,366.51,39.28,194.29,27.15,340.97,219.19,33.51,429.55,45.16,142.51,Millets,46.70525585
Clayey,37.74,1.68,34.99,29.82,4.87,1.22,1.69,136.96,49.15,265.87,16,1731.89,307.23,11.8,484.73,69.01,411.27,Millets,51.24442513
Sandy,20.81,1.15,38.05,14.07,7.59,2.24,2.28,382.3,44.92,398.51,50.43,693.12,106.24,31.4,1218.48,60.34,565.17,Corn,60.99564774
Loamy,27.47,1.51,49.86,27.8,8.24,0.16,1.63,226.14,41.39,396.95,38.71,1022.17,199.57,32.7,307.39,45.51,550.45,Corn,58.6010926
Sandy,17.93,1.39,43.39,29.45,6.58,1.59,2.79,64.46,18.41,247.04,45.51,1871.12,246.48,29.33,1453.97,44.46,467.83,Millets,41.46921466
Sandy,30.62,1.28,35.21,42.32,8.15,1.18,2.94,324.85,34.27,191.28,40.88,1304.23,410.24,31.77,1268.41,83.86,183.58,Sugarcane,60.82123694
Clayey,20.44,1.67,30.39,41.16,6.49,1.03,2.15,142.72,37.86,365.57,39.45,947.96,231.16,20.72,1460.35,42.43,483.45,Millets,52.6610154
Loamy,10.94,1.31,46.01,48.29,8.32,1.32,2.12,496.97,5.37,267.33,19.85,1330.37,170.02,17.3,535.76,62.57,537.58,Millets,59.47089483
Loamy,13.47,1.71,30.07,14.91,5.66,0.33,1.62,478.92,9.44,250.63,34.55,1665.13,265.18,11.61,432.55,41.09,570.08,Millets,41.93856846
Loamy,15.79,1.66,32.81,33.46,6.18,2.39,0.3,457.29,14.81,162.22,11.31,1506.67,355.36,19.53,879.86,69.48,507.43,Millets,47.78368404
Sandy,33.89,1.33,42.68,27.49,5.89,1.92,3.42,391.04,45.91,115.26,50.4,252.93,427.77,18.33,1021.06,47.72,136.13,Sugarcane,59.69788246
Sandy,21.48,1.19,30.22,20.24,6.47,0.84,2.03,204.32,25.31,334.76,44.59,1366.87,244.63,32.05,208.2,33.56,627.15,Millets,41.53132019
Loamy,30.63,1.52,47.6,29.56,4.87,1.47,0.53,50.38,21.2,93.06,51.07,1934.24,362.83,39.22,1451.84,63.14,301.77,Sugarcane,26.56272146
Clayey,31.59,1.38,31.2,23.52,6.39,0.52,3.25,226.84,12.15,336.42,23.25,1683.78,411.17,38.59,1330.27,64.22,158.77,Sugarcane,48.17691131
Loamy,39.63,1.5,32.82,35.67,5.97,1.34,0.52,238.28,25.82,96.66,41.46,387.62,412.89,29.16,1427.26,45.92,338.64,Sugarcane,29.78243739
Clayey,14.3,1.56,39.71,33.58,6.2,1.51,3.24,358.03,24.74,397.47,32.49,430.02,180.45,32.78,473.8,38.76,225,Vegetables,60.43082178
Sandy,14.72,1.25,46.43,45.23,5.81,1.12,3.44,70.63,8.23,325.61,34.6,786.46,225.34,25.21,1327.25,41.42,421.72,Peanuts,40.69980889
Loamy,10.91,1.13,48.18,20.79,7.05,2.33,2.9,80.33,12.8,187.91,5.58,313.34,156.4,15.44,278.25,86.42,752.07,Millets,24.35107729
Clayey,12.86,1.45,40.42,33.88,6.38,0.95,0.7,461.2,29.03,251.63,34.76,1123.13,319.88,22.45,715.47,38.72,616.21,Millets,59.28815689
Sandy,28.89,1.19,39.35,16.53,4.64,1.59,2.96,285.57,36.07,208.99,41.76,1019.31,182.2,16.01,1133.22,84,645.3,Millets,42.16871516
Sandy,30.26,1.56,37.78,45.7,7.45,0.99,0.99,484,20.35,326.25,29.81,1890.83,494.63,25.41,908.93,62.67,474.35,Millets,75.4528546
Loamy,35.02,1.45,42.87,47.57,5.09,0.76,0.89,212.55,28.86,119.79,44.72,1172.29,178.1,11.48,433.08,73.75,697.68,Millets,37.00220395
Loamy,28.6,1.25,47.07,37.62,5.34,0.99,0.72,50.88,22.15,173.43,53.85,1742.59,115,12.94,879.18,85.14,305.89,Millets,27.62938725
Clayey,26.65,1.25,46.46,23.78,7.48,1.52,2.95,51.11,37.92,275.58,56.22,1865.67,231.21,12.18,398.38,39.83,409.79,Millets,50.49527779
Loamy,25.65,1.18,34.14,27.78,6.52,0.74,3.13,485.65,5.48,160.01,18.8,1813.76,301.52,10.46,336.52,81.1,687.35,Wheat,50.09042414
Clayey,26.62,1.36,44.71,10.04,8.15,1.36,0.28,272.26,43.63,339.72,9.37,1030.09,402.36,27.97,779.81,78.8,480.85,Rice,52.66997021
Sandy,16.29,1.67,41.24,12.92,6.46,0.61,3.36,397.8,12.34,275.66,22.36,408.56,459.64,30.7,1143.83,64.01,581.63,Vegetables,48.88094948
Loamy,12.57,1.55,40.47,20.08,8.14,1.14,0.81,460.54,31.55,373.22,7.68,701.05,143.76,25.84,923.02,64.31,772.87,Millets,54.83876346
Clayey,29.89,1.31,35.03,17.51,6.6,2.08,2.09,113.66,24.74,115.96,13.18,826.88,369.04,20.46,922.52,47.17,789.47,Millets,26.2110075
Loamy,33.45,1.76,38.86,11.74,6.1,2.19,2.21,402.9,48.11,370.25,47.6,813.21,376.46,12.92,261.64,74.15,722.3,Corn,69.32199612
Clayey,10.97,1.17,36.48,44.86,7.69,1.83,1.53,360.9,11.91,122.73,59.51,411.69,285.44,17.63,347.57,66.03,235.45,Millets,37.92539322
Sandy,15.84,1.61,43.3,33.05,5.08,1.72,2.5,376.58,10.89,394.87,56.85,121.87,55.95,37.46,505.13,53.88,450.5,Millets,46.11194309
Sandy,32.16,1.31,40.59,47.47,5.79,1.41,3.27,335.49,25.73,64.09,37.63,1256.14,266.45,11.16,553.34,58.55,642.64,Vegetables,51.20738805
Loamy,30.68,1.5,49.82,27.89,6.18,1.71,2.44,370.82,44.24,382.22,59.19,1688.22,397.38,22.94,423.25,54.57,629.94,Corn,82.97791411
Clayey,12.09,1.44,40.49,21.03,7.15,1.51,1.99,481.3,40.88,307.38,59.85,1289.15,189.41,24.42,1392.84,89.22,561.6,Corn,68.48666615
Clayey,27.75,1.74,36.76,12.22,7.35,2.1,2.67,357.08,8.94,253.84,38.42,1533.91,463.58,25.05,267.01,58.41,662.91,Vegetables,49.53548823
Clayey,23.04,1.42,44.5,48.05,6.59,0.37,0.39,388.07,35.82,87.92,25.45,772.46,171.4,24.88,1044.68,64.56,221,Millets,48.06092687
Sandy,35.01,1.68,47.29,24.14,7.76,0.9,2.5,267.49,47.89,295.22,42.44,106.72,432.66,21.56,720.46,80.49,264.04,Millets,61.09477646
Clayey,7.91,1.28,46.61,30,7.27,2.22,1.48,272.13,24.39,347.08,41.42,1359.63,499.64,31.08,343.06,78.84,450.61,Millets,64.17003808
Sandy,32.34,1.51,36.3,14.61,5.73,0.22,2.53,267.54,8.34,248.61,13,702.76,244.68,14.41,1006.42,78.68,606.17,Sugarcane,27.33384761
Sandy,36.31,1.33,48.34,34.73,5.17,1.06,2.59,315.1,22.75,196.03,17.68,567.16,286.93,31.5,1350.17,62.36,533.63,Sugarcane,46.75203815
Sandy,37.57,1.51,44.92,13.1,8.32,1.77,3.37,187.61,13.63,62.39,28.71,506.6,267.31,36.6,201.48,57.18,176.59,Millets,21.43630844
Clayey,23.78,1.13,31.03,11.65,5.76,0.97,1.06,351.46,37.22,250.78,21.81,1204.06,129.78,12.45,1260.23,44,458.61,Millets,39.01005985
Clayey,32.57,1.28,47.03,28.09,5.03,1.92,2.3,77.44,31.94,386.84,25.87,512.1,171.59,15.13,820.74,33.16,435.78,Millets,42.51155983
Loamy,29.17,1.15,47.47,18.3,6.9,0.98,2.04,484.74,23.25,308.35,26.73,401.08,414.67,27.26,228.44,51.74,115.6,Wheat,61.04757859
Sandy,38.11,1.21,34.31,14.79,5.85,0.64,2.85,143.36,38.82,123.45,18.87,211.22,72.67,29.15,594.06,43.08,529.66,Peanuts,20.35719937
Sandy,34.95,1.51,41.88,47.37,6.82,0.88,3.47,206.2,14.68,291.28,32.88,417.95,209.39,10.53,850.55,74.66,317.27,Millets,48.39075894
Loamy,22.95,1.61,49.23,48.07,4.6,1.48,0.34,205.92,38.12,312.14,11.31,134.75,323.72,25.71,1215.6,48.46,357.5,Millets,51.14354344
Sandy,8.88,1.44,32.99,15.24,8.25,0.76,1.03,53.15,24.87,231.72,46.89,1969.81,74.87,28.77,1244.84,41.01,325.51,Millets,20.46681349
Clayey,32.27,1.15,33.07,21.9,6.11,2,2.47,50.2,20.16,92.76,21.19,1186.79,85.2,29.82,554.49,56.02,659.06,Millets,14.40312945
Sandy,26.76,1.19,47.8,30.15,6.71,0.72,1.63,426.74,45.97,162.01,49.33,1827.69,139.51,38.94,1296,87.57,746.91,Millets,64.52005759
Clayey,19.36,1.29,49.72,44.48,8.02,0.82,3,214.64,13.17,292.33,35.05,327.65,85.16,19.98,387.13,60.62,236.59,Rice,42.53333094
Loamy,21.36,1.7,47.36,48.43,5.75,2.42,1.94,354.36,31.05,121.22,15.31,1851.23,268.25,19.56,534.45,45.96,376.21,Millets,63.40488297
Clayey,31.36,1.75,49.7,13.29,5.14,1.27,2.66,111.23,38.63,396.06,13.04,1618.48,111.71,19.27,464.62,67.68,615.92,Millets,50.52666133
Clayey,36.91,1.71,45.39,41.28,7.28,0.58,1.02,442.24,10.11,265.78,10.17,332.43,256.15,27.21,1092.32,51,764.76,Sugarcane,49.86846273
Loamy,14.16,1.11,45.56,44.29,7.54,2.05,1.25,247.9,40.12,215.34,50.13,1153.44,158.03,24.61,1145.29,80.21,364.39,Millets,55.36784913
Clayey,9.68,1.74,40.21,20.12,4.92,1.43,2.58,417.84,46.55,287.01,34.06,144.35,464.45,21.07,755.47,66.75,738.31,Vegetables,63.25009507
Clayey,27.34,1.15,47.3,17.01,5.2,1.52,2.09,228.54,44.62,144.16,20.44,632.81,468.1,29.67,1017.65,51.17,292.64,Millets,45.82900982
Clayey,28.49,1.36,47.5,28.69,5.15,0.69,1.28,307.91,33.6,272.06,57.88,174.3,476.11,33.09,703.7,81.21,111.98,Millets,51.02015506
Clayey,13.4,1.43,45.66,31.57,6.45,0.22,1.57,101.78,49.52,123.86,26.28,1238.04,192.43,22.7,1369.88,69.05,350.74,Millets,41.15040269
Clayey,32.42,1.59,40.32,35.25,5.68,0.16,1.4,333.77,18.33,67.71,8.49,1548.89,210.01,27.96,335.6,40.56,328.1,Millets,35.58912955
Clayey,8.17,1.23,32.74,28.54,5.3,1.96,0.22,177.42,41.19,220.06,13.68,1911.12,189.07,31.12,354.2,31.41,758.5,Millets,40.27941448
Sandy,6.24,1.45,33.63,45.1,8.47,2.44,1.13,320.96,10.62,84.4,20.5,787.44,286.44,17.66,825.47,63.35,112.25,Millets,32.36946202
Sandy,22.08,1.61,45.79,21.77,6.9,1.82,2.09,117.84,41.91,354.29,42.74,517.56,153.11,16.59,322.2,78.33,209.29,Corn,48.61829947
Sandy,11.71,1.57,42.46,30.89,4.87,1.78,1.44,452.55,23.77,127.31,36.44,1656.67,54.37,32.09,1000.97,36.94,538.37,Millets,45.33856123
Loamy,37.12,1.64,31.98,35.98,8.44,2.32,0.61,428.95,15,322.47,25.96,1654.28,441.12,34.74,973.33,70.23,447.48,Millets,59.04453124
Clayey,29.7,1.69,49.62,24.71,7.28,1.95,1.27,218.27,13.17,185.99,58.52,440.44,492.92,29.34,714.56,30.58,583.22,Millets,38.68139434
Clayey,13.67,1.36,31.34,38.01,6.01,0.27,2.17,318.5,38.26,390.84,35.22,1040.75,292.97,37.31,336.68,30.73,730.54,Millets,63.02243319
Clayey,19.88,1.1,45.7,30.05,8.08,1.56,2.5,472.76,38.64,330.36,26.15,729.37,483.38,13.79,1465.63,69.59,460.08,Rice,76.75164591
Loamy,32.8,1.1,37.79,14.78,5.51,1.03,2.89,260.64,20.26,166.56,16.59,1703.71,492.64,22.3,1489.88,51.1,218.85,Sugarcane,42.40159276
Loamy,38.15,1.64,36.03,22.17,5.84,1.49,0.76,259.78,39.03,271.67,18.43,641.79,393.3,13.53,1314.59,57.4,324.26,Sugarcane,46.20694018
Sandy,8.96,1.51,41.34,14.98,8.07,2.32,2.5,217.15,30.19,238.82,26.39,1020.97,392.71,13.56,801.03,70.06,772.13,Millets,46.25951757
Clayey,16.44,1.3,42.06,31.41,6.07,1.01,0.23,218.58,34.68,58.32,49.9,1985.07,422.41,38.1,753.46,33.02,603.94,Millets,41.7507955
Clayey,33.45,1.65,35.18,20.46,7.03,1.62,1.02,118.53,47.86,238.25,32.97,1737.22,54.29,32.63,1017.13,32.1,750.73,Sugarcane,41.36620365
Sandy,8.99,1.45,33.01,49.83,4.98,0.12,1.21,323.05,46.48,262.4,9.41,1955.47,466.39,33.28,1197.96,70.45,766.65,Millets,69.48057264
Clayey,22.43,1.53,30.77,37.28,7.16,0.7,1.35,135.9,22.53,227.92,8,1468.85,484.7,28.11,833.2,65.87,287.02,Millets,42.56329484
Clayey,5.65,1.49,49.97,28.43,6.48,1.53,2.75,384.72,13.54,314.91,37.88,1020.75,169.46,19.56,267.5,53.57,426.29,Vegetables,56.40489988
Sandy,16.6,1.28,32.18,41.32,6.79,0.66,0.58,434.79,23.46,82.2,45.88,587.15,420.32,28.65,471.37,73.18,658.34,Millets,43.20605207
Sandy,36.89,1.32,35.88,28.77,7.8,0.32,2.29,127.59,30.2,194.7,25.76,295.95,246.12,21.91,614.21,56.71,451.85,Millets,29.39439345
Sandy,38.55,1.12,49.16,11.97,4.7,0.91,2.24,214.17,38.81,332.09,16.04,1105.28,299.4,33.04,949.37,44.02,749.25,Millets,49.3001157
Loamy,21.81,1.7,39.64,10.57,7.76,0.12,1.64,56,49.59,292.35,36.05,1040.7,140.84,26.98,772.1,40.7,624.22,Millets,35.54774231
Clayey,27.85,1.26,40.99,33.19,8.16,1.65,2.89,386.57,39.29,229.33,5.01,248.01,119.26,10.72,650.53,62.7,722.15,Vegetables,54.24668493
Clayey,27.4,1.19,33.22,42.42,7.11,1.2,3.27,206.66,21.78,150.3,59.21,1929.64,75.56,23.6,815.4,53.91,397.72,Millets,43.50683138
Sandy,14.15,1.68,30.4,48.1,7.02,1.75,1.21,262.84,30.33,73.45,22.39,836.11,156.83,25.08,442.36,34.04,388.35,Millets,37.73424119
Loamy,33.42,1.15,48.57,34.85,7.08,1.68,1.92,331.76,33.37,198.64,29.76,1736.99,456.66,30.83,695.79,30.7,220.44,Wheat,67.77432567
Loamy,29.62,1.46,32.72,41.55,5.8,1.39,1.27,456.28,22.88,293.59,45.29,1263.94,301.33,31.73,568.42,71.17,787.74,Millets,59.89783015
Loamy,27.33,1.4,39.85,37.51,8.5,2.3,0.79,240.97,44.7,211.73,47.83,862.74,135.33,24.26,514.98,66.21,522.71,Millets,46.65605864
Loamy,21.49,1.66,31.12,44.37,4.66,1.69,0.35,84.4,16.86,65.07,43.87,1558.04,153.93,36.4,1017.5,45.99,305.36,Millets,15.30550575
Clayey,16.29,1.12,42.26,34.73,6.64,1.84,1.04,57.16,22.16,298.66,47.23,1751.06,160.2,26.33,301.84,77.96,786.8,Millets,38.93587504
Clayey,12.87,1.59,43.07,12.15,5.49,1.63,0.53,136.48,31.49,246.88,24.7,533.62,105.22,28.41,1303.76,48.53,488.73,Millets,23.42042537
Clayey,31.97,1.1,38.9,30.65,6.46,1.08,2.16,83.22,23.48,176.87,31,1610.97,331.88,38.35,841.31,31.56,380.71,Millets,36.17743887
Clayey,5.15,1.65,40.65,13.71,6.41,1.64,2.11,109.02,49.09,151.32,49.54,405,370.37,23.4,1237.05,48.95,742.66,Millets,37.59419836
Clayey,8.52,1.57,48.48,11.74,7.76,0.34,1.58,416.04,23.08,299.35,27.79,1819.19,392.97,33.48,1255,48.96,523.44,Rice,59.60777925
Loamy,24.98,1.28,43.6,33.91,7.39,0.16,0.49,164.91,6.99,75.19,29.23,1042.65,422.41,31.53,1435.19,48.02,675.71,Millets,22.55844412
Sandy,29.17,1.48,49.13,35.45,5.49,0.19,1.33,430.9,34.64,66.71,24.37,899.71,284.22,29.44,206.72,68.63,480.97,Millets,49.68484945
Sandy,10.72,1.75,45.31,28.32,4.77,0.71,2.28,60.5,17.06,182.55,17.47,1109.22,362.7,29.14,1180.81,46.44,791.31,Peanuts,28.41276187
Loamy,6.58,1.26,34.17,29.82,8.13,2.09,1.87,465.03,39.04,261.66,10.99,942.17,291.51,31.7,804.24,34.45,615.4,Millets,62.87354874
Clayey,9.72,1.32,48.68,35.17,4.76,1.25,0.32,142.33,35.16,353.56,5.59,370.09,425.09,30.6,981.09,30.83,435.75,Millets,46.83217312
Clayey,32.41,1.51,44.81,44.34,6.06,2.2,0.56,254.22,10.95,238.38,5.17,453.5,244.72,10.7,915.43,37.36,208.02,Millets,38.29245118
Sandy,19.9,1.64,46.02,34.07,7.82,1.31,1.63,118.12,25.96,126.83,36.23,1963,209.48,21.18,1310.43,45.84,201.89,Millets,38.82382333
Loamy,35.88,1.45,36.58,32.41,7.87,1.43,0.56,477.18,7.28,223.3,37.08,575.79,67.86,24.11,231.7,74.97,281.25,Millets,35.52281524
Sandy,29.41,1.57,39.65,30.59,8.45,1.3,2.5,444.46,28.78,388.04,26.35,740.11,116.62,22.68,1000.18,52.48,685.3,Millets,61.7235924
Loamy,35.07,1.2,30.84,26.35,5.6,1.49,2.15,411.87,43,350.74,45.88,531.87,477.61,37.2,1320.49,66.2,160.36,Sugarcane,65.66798299
Sandy,7.63,1.32,45.36,43.31,4.99,1.74,1.64,453.59,39.56,155.64,33.44,953.92,171.32,32.25,961.4,67.23,270.09,Millets,59.62304035
Sandy,12.37,1.55,43.49,18.01,5.79,1.54,2.66,191.57,12.62,139.74,7.66,1663.36,242.49,25.03,255.8,56.55,576.05,Peanuts,31.64420553
Clayey,19.08,1.21,45.83,21.41,5.71,0.25,2.07,239.06,29.77,79.11,27.27,624.67,403.35,30.98,1284.21,83.37,114.11,Millets,33.94087537
Loamy,37.23,1.18,32.85,42.88,5.47,2.18,3.29,83.19,26.13,150.1,57.57,1514.7,118.83,39.93,569.75,72.98,407.76,Millets,35.09737062
Clayey,7.18,1.26,49.22,46.73,6.53,0.98,2.22,254.41,14.32,289.04,20.65,662.01,449.75,11.05,951.2,49.39,398.85,Millets,56.41813233
Loamy,8.86,1.36,30.86,25.31,5.02,1.46,3.39,121.93,46.59,165.45,52.72,1728.47,301.91,17.41,1199.56,83.55,219.67,Millets,45.04723062
Clayey,13.16,1.63,48.77,45.74,8.47,0.45,1.07,114.57,32.04,106.83,11.12,1103.04,386.58,10.57,555.58,87.87,296.81,Millets,40.25475804
Sandy,24.29,1.44,30.6,36.04,6.25,0.59,1.41,126.65,12.27,90.68,11.29,1440.95,430.02,12.21,866.1,53.3,285.9,Peanuts,25.0632176
Loamy,30.22,1.69,39.09,13.51,6.15,0.73,2.97,142.94,45.04,313.04,56.85,1220.2,303.75,15.17,1339.45,54.74,360.64,Sugarcane,50.92610644
Clayey,21.11,1.52,41.23,22.13,5.81,2.1,0.8,206.59,24.3,116.59,8.62,567.97,286.93,32.2,417.91,45.62,691.24,Millets,26.39716278
Clayey,13.35,1.42,34.88,49.56,6.02,1.07,2.6,381.86,18.18,325.12,32.15,1538.43,407.41,30.68,1015.73,43.21,785.71,Vegetables,67.93940472
Clayey,34.03,1.66,39.1,42.88,8.26,0.53,1.9,121.03,9.09,248.14,10.38,640.19,204.67,32.3,982.57,55.53,480.36,Millets,28.6219623
Clayey,24.13,1.55,49.94,21.85,6.64,0.94,2.14,289.87,41.49,56.66,14.35,1582.4,369.63,29.4,575.77,67.05,538.4,Millets,52.62134378
Loamy,36.99,1.29,39.75,30.57,7.41,1.18,0.81,376.03,14.36,123.76,41.54,848.91,364.68,32.47,1140.7,37.22,426.04,Wheat,38.29534582
Loamy,8.48,1.66,34.83,25.25,5.49,2.38,1.05,330.63,42.87,363.7,53.71,1173.05,487.66,39.7,1226.13,54.63,123.03,Corn,65.82611509
Clayey,6.44,1.2,34.36,41.26,5.76,0.48,2.05,360.55,24.86,108.36,56.38,1648.12,468.4,13.9,378.13,72.48,442.23,Millets,51.92144094
Sandy,9.68,1.43,36.48,49.51,7.29,1.84,2.16,254.09,31.71,363.18,32.97,193.52,135.49,15.99,657.42,31.67,654.22,Millets,55.85816054
Loamy,13.67,1.59,35.34,43.22,5.22,1.53,1.7,126.49,45.1,258.5,49.5,150.03,225.77,36.01,413.24,37.34,657.97,Millets,42.47681335
Loamy,23.75,1.75,41.7,11.62,7.56,0.65,1.29,328.11,47.73,366.01,12.21,407.38,195.41,23.25,241.12,86.89,728.91,Corn,53.77121227
Sandy,21.64,1.61,30.56,49.74,4.81,1.99,0.82,323.47,42.03,183.44,32.76,1752.39,184.12,20.34,258.16,55.48,561.09,Millets,54.60103125
Sandy,11.24,1.36,44.23,20.63,7.9,0.56,0.21,155.88,14.54,242.44,17.46,1281.94,201.04,17.19,1427.59,42.8,337.52,Millets,25.41582307
Sandy,36.33,1.65,30.41,20.91,6.54,1.86,2.15,284.29,27.29,295.93,34.53,1652.12,297.4,20.71,1142.64,51.91,174.13,Sugarcane,51.40044174
Loamy,29.56,1.54,37.18,48.42,5.33,2.24,0.27,346.85,39.14,228.44,14.81,869.82,91.86,12.02,762.57,38.66,189.59,Millets,51.22957161
Loamy,36.26,1.79,43.3,40.26,7.48,1.39,2.2,325.57,44.21,352.68,27.73,1620.14,79.78,17.54,1063.7,37.51,589.63,Wheat,72.08012952
Loamy,23.37,1.29,36.73,48.33,8.16,1.41,0.47,355.48,31.8,73.22,6.01,408.78,418.38,32.5,698.77,61.16,392.18,Millets,44.08800457
Clayey,31.53,1.48,44.59,30.69,8.44,0.67,1.77,287.73,27.54,189.58,25.27,178.83,198.64,39.81,605.08,86.44,105.88,Millets,37.14631859
Loamy,22.09,1.23,31.79,14.97,5.45,1.92,0.73,155.82,16.91,320.18,32.98,1081.44,162.5,24.71,289.04,54.2,492,Millets,23.61520484
Clayey,28.64,1.77,33.51,30,4.52,2.47,1.29,461.74,9.75,253.16,54.77,1101.68,79.97,22.24,1478.75,55.57,352.79,Millets,39.86154965
Clayey,28.1,1.25,38.81,35.03,5.32,0.36,0.59,105.97,19.21,359.06,50.54,1349.07,235.17,37.97,582,74.25,152.36,Millets,35.23245182
Sandy,29.49,1.62,44.64,46.14,5.12,1.11,2.29,356.46,6.07,142.1,40.26,1336.61,83.74,26.76,915.1,49.26,694.33,Millets,39.97154135
Sandy,7.5,1.61,33.62,16.91,6.06,0.73,0.29,459.49,36.6,55.28,42.66,977.8,490.52,20.72,1315.87,67.35,202.14,Millets,42.907585
Loamy,39.74,1.32,40.9,25.6,7.33,0.76,1.07,55.13,5.63,220.65,16.28,1058.76,406.58,18.29,1229.38,32.55,735.09,Sugarcane,22.73124177
Sandy,27.18,1.7,41.76,40.99,7.17,1.22,1.87,80.34,13.34,158.33,36.93,655.32,145.96,27.42,238.23,61.58,446.48,Millets,25.58570424
Loamy,20.71,1.36,37.73,42.89,8,0.56,1.13,135.52,23.63,327.09,49.21,1090.93,149.83,14.75,1003.95,46.83,675.65,Millets,39.78977616
Loamy,29.32,1.37,38.6,40.85,6.82,1.23,1.19,163.06,29.13,133.22,5.67,864.37,489.29,18.76,697.01,63.96,606.2,Millets,42.47074363
